,name_0,name_1,Search Amount
4347,"""Randall L. Crawford""","""Bradley William Corson""",0
4348,"""Randall L. Crawford""","""Louis Vachon """,4
4349,"""Randall L. Crawford""","""Jose E. Cil""",0
4350,"""Randall L. Crawford""","""Nancy C. Southern""",1
4351,"""Randall L. Crawford""","""Donald B. Kayne""",2
4352,"""Randall L. Crawford""","""Peter Gerald Jan Kukielski""",0
4353,"""Randall L. Crawford""","""Daniel Barclay""",0
4354,"""Randall L. Crawford""","""Trevor English""",0
4355,"""Randall L. Crawford""","""Zoran Stakic""",0
4356,"""Randall L. Crawford""","""Alain Bouchard""",10
4357,"""Randall L. Crawford""","""Frank Patrick D'Eramo""",0
4358,"""Randall L. Crawford""","""Donald M. Jenkins""",36500
4359,"""Randall L. Crawford""","""Madhu Ranganathan""",3
4360,"""Randall L. Crawford""","""Richard Lord""",1
4361,"""Randall L. Crawford""","""Anil Wadhwani""",0
4362,"""Randall L. Crawford""","""Kevan S. Gorrie""",0
4363,"""Randall L. Crawford""","""Ian L. Edwards""",2
4364,"""Randall L. Crawford""","""Martin Schwartz""",1
4365,"""Randall L. Crawford""","""Jeffrey Schwartz""",1
4366,"""Randall L. Crawford""","""Jeff Segel""",1
4367,"""Randall L. Crawford""","""Jay A. Forbes""",0
4368,"""Randall L. Crawford""","""Thomas J. Appio""",0
4369,"""Randall L. Crawford""","""Michael Steinmann""",3
4370,"""Randall L. Crawford""","""Simon David Harrison""",0
4371,"""Randall L. Crawford""","""Siegfried W. Kiefer""",0
4372,"""Randall L. Crawford""","""Timothy Alexander Miller""",0
4373,"""Randall L. Crawford""","""Christopher Allan Govan""",0
4374,"""Randall L. Crawford""","""Victor G. Dodig""",5
4375,"""Randall L. Crawford""","""Paul S. Herendeen""",0
4376,"""Randall L. Crawford""","""Mark Kenney""",6
4377,"""Randall L. Crawford""","""Geert Verellen""",0
4378,"""Randall L. Crawford""","""Ian M. Fillinger""",3
4379,"""Randall L. Crawford""","""Robert P. Wildeboer""",0
4380,"""Randall L. Crawford""","""Worthing F. Jackman""",3
4381,"""Randall L. Crawford""","""Richard Dufresne""",0
4382,"""Randall L. Crawford""","""Paul McAleese""",0
4383,"""Randall L. Crawford""","""Joseph D. Randell""",2
4384,"""Randall L. Crawford""","""Marc Parent""",8
4385,"""Randall L. Crawford""","""Stephen Elias Loukas""",0
4386,"""Randall L. Crawford""","""Geoffrey Robillard""",0
4387,"""Randall L. Crawford""","""Brian Tellef Vaasjo""",0
4388,"""Randall L. Crawford""","""Thomas J. Hofstedter""",2
4389,"""Kevin Andrew McCreadie""","""Damon Murchison""",0
4390,"""Kevin Andrew McCreadie""","""Alan Schwartz""",0
4391,"""Kevin Andrew McCreadie""","""Neil Rossy""",0
4392,"""Kevin Andrew McCreadie""","""Ann M. Fandozzi""",0
4393,"""Kevin Andrew McCreadie""","""Glenn J. Chamandy""",0
4394,"""Kevin Andrew McCreadie""","""John S. Chen""",0
4395,"""Kevin Andrew McCreadie""","""Galen G. Weston""",0
4396,"""Kevin Andrew McCreadie""","""Gary Berman""",0
4397,"""Kevin Andrew McCreadie""","""Daniel Racine""",0
4398,"""Kevin Andrew McCreadie""","""Michael H. McCain""",0
4399,"""Kevin Andrew McCreadie""","""Peter F. Grosskopf""",0
4400,"""Kevin Andrew McCreadie""","""David Eric Klein""",0
4401,"""Kevin Andrew McCreadie""","""W. Whitney George""",0
4402,"""Kevin Andrew McCreadie""","""Brian Johnston Porter""",0
4403,"""Kevin Andrew McCreadie""","""Graham Patrick Shuttleworth""",0
4404,"""Kevin Andrew McCreadie""","""William Darryl White""",0
4405,"""Kevin Andrew McCreadie""","""Stephen Clarkson Peacher""",0
4406,"""Kevin Andrew McCreadie""","""Derek Neldner""",0
4407,"""Kevin Andrew McCreadie""","""Bharat B. Masrani""",0
4408,"""Kevin Andrew McCreadie""","""Kevin J. Thomson""",0
4409,"""Kevin Andrew McCreadie""","""David Gerard Hutchens""",0
4410,"""Kevin Andrew McCreadie""","""Luc Mongeau""",0
4411,"""Kevin Andrew McCreadie""","""Michael J. Cooper""",0
4412,"""Kevin Andrew McCreadie""","""Steven R. Spaulding""",0
4413,"""Kevin Andrew McCreadie""","""Navjeet Singh Dhillon""",0
4414,"""Kevin Andrew McCreadie""","""Laurent Ferreira""",0
4415,"""Kevin Andrew McCreadie""","""Photis Peter Pascali""",0
4416,"""Kevin Andrew McCreadie""","""Mirko Bibic""",0
4417,"""Kevin Andrew McCreadie""","""Scott Carlyle Balfour""",0
4418,"""Kevin Andrew McCreadie""","""George Raymond Burns""",0
4419,"""Kevin Andrew McCreadie""","""Randy V. J. Smallwood""",0
4420,"""Kevin Andrew McCreadie""","""Timothy Michael Miller""",0
4421,"""Kevin Andrew McCreadie""","""Eric Richer La Fleche""",0
4422,"""Kevin Andrew McCreadie""","""Terrance Lloyd McKibbon""",0
4423,"""Kevin Andrew McCreadie""","""Joseph M. Natale""",0
4424,"""Kevin Andrew McCreadie""","""Michael Cammarata""",0
4425,"""Kevin Andrew McCreadie""","""Claude Bigras""",0
4426,"""Kevin Andrew McCreadie""","""Ewout R. Heersink""",0
4427,"""Kevin Andrew McCreadie""","""L. Scott Thomson""",0
4428,"""Kevin Andrew McCreadie""","""Pauline Dhillon""",0
4429,"""Kevin Andrew McCreadie""","""David I. McKay""",0
4430,"""Kevin Andrew McCreadie""","""Bradley William Corson""",0
4431,"""Kevin Andrew McCreadie""","""Louis Vachon """,0
4432,"""Kevin Andrew McCreadie""","""Jose E. Cil""",0
4433,"""Kevin Andrew McCreadie""","""Nancy C. Southern""",0
4434,"""Kevin Andrew McCreadie""","""Donald B. Kayne""",0
4435,"""Kevin Andrew McCreadie""","""Peter Gerald Jan Kukielski""",0
4436,"""Kevin Andrew McCreadie""","""Daniel Barclay""",0
4437,"""Kevin Andrew McCreadie""","""Trevor English""",0
4438,"""Kevin Andrew McCreadie""","""Zoran Stakic""",0
4439,"""Kevin Andrew McCreadie""","""Alain Bouchard""",0
4440,"""Kevin Andrew McCreadie""","""Frank Patrick D'Eramo""",0
4441,"""Kevin Andrew McCreadie""","""Donald M. Jenkins""",0
4442,"""Kevin Andrew McCreadie""","""Madhu Ranganathan""",0
4443,"""Kevin Andrew McCreadie""","""Richard Lord""",0
4444,"""Kevin Andrew McCreadie""","""Anil Wadhwani""",0
4445,"""Kevin Andrew McCreadie""","""Kevan S. Gorrie""",0
4446,"""Kevin Andrew McCreadie""","""Ian L. Edwards""",0
4447,"""Kevin Andrew McCreadie""","""Martin Schwartz""",0
4448,"""Kevin Andrew McCreadie""","""Jeffrey Schwartz""",0
4449,"""Kevin Andrew McCreadie""","""Jeff Segel""",0
4450,"""Kevin Andrew McCreadie""","""Jay A. Forbes""",0
4451,"""Kevin Andrew McCreadie""","""Thomas J. Appio""",0
4452,"""Kevin Andrew McCreadie""","""Michael Steinmann""",0
4453,"""Kevin Andrew McCreadie""","""Simon David Harrison""",0
4454,"""Kevin Andrew McCreadie""","""Siegfried W. Kiefer""",0
4455,"""Kevin Andrew McCreadie""","""Timothy Alexander Miller""",0
4456,"""Kevin Andrew McCreadie""","""Christopher Allan Govan""",0
4457,"""Kevin Andrew McCreadie""","""Victor G. Dodig""",0
4458,"""Kevin Andrew McCreadie""","""Paul S. Herendeen""",0
4459,"""Kevin Andrew McCreadie""","""Mark Kenney""",0
4460,"""Kevin Andrew McCreadie""","""Geert Verellen""",0
4461,"""Kevin Andrew McCreadie""","""Ian M. Fillinger""",0
4462,"""Kevin Andrew McCreadie""","""Robert P. Wildeboer""",0
4463,"""Kevin Andrew McCreadie""","""Worthing F. Jackman""",0
4464,"""Kevin Andrew McCreadie""","""Richard Dufresne""",0
4465,"""Kevin Andrew McCreadie""","""Paul McAleese""",0
4466,"""Kevin Andrew McCreadie""","""Joseph D. Randell""",0
4467,"""Kevin Andrew McCreadie""","""Marc Parent""",0
4468,"""Kevin Andrew McCreadie""","""Stephen Elias Loukas""",0
4469,"""Kevin Andrew McCreadie""","""Geoffrey Robillard""",0
4470,"""Kevin Andrew McCreadie""","""Brian Tellef Vaasjo""",0
4471,"""Kevin Andrew McCreadie""","""Thomas J. Hofstedter""",0
4472,"""Damon Murchison""","""Alan Schwartz""",0
4473,"""Damon Murchison""","""Neil Rossy""",0
4474,"""Damon Murchison""","""Ann M. Fandozzi""",0
4475,"""Damon Murchison""","""Glenn J. Chamandy""",0
4476,"""Damon Murchison""","""John S. Chen""",0
4477,"""Damon Murchison""","""Galen G. Weston""",0
4478,"""Damon Murchison""","""Gary Berman""",0
4479,"""Damon Murchison""","""Daniel Racine""",0
4480,"""Damon Murchison""","""Michael H. McCain""",0
4481,"""Damon Murchison""","""Peter F. Grosskopf""",0
4482,"""Damon Murchison""","""David Eric Klein""",0
4483,"""Damon Murchison""","""W. Whitney George""",0
4484,"""Damon Murchison""","""Brian Johnston Porter""",0
4485,"""Damon Murchison""","""Graham Patrick Shuttleworth""",0
4486,"""Damon Murchison""","""William Darryl White""",0
4487,"""Damon Murchison""","""Stephen Clarkson Peacher""",0
4488,"""Damon Murchison""","""Derek Neldner""",0
4489,"""Damon Murchison""","""Bharat B. Masrani""",0
4490,"""Damon Murchison""","""Kevin J. Thomson""",0
4491,"""Damon Murchison""","""David Gerard Hutchens""",0
4492,"""Damon Murchison""","""Luc Mongeau""",0
4493,"""Damon Murchison""","""Michael J. Cooper""",0
4494,"""Damon Murchison""","""Steven R. Spaulding""",0
4495,"""Damon Murchison""","""Navjeet Singh Dhillon""",0
4496,"""Damon Murchison""","""Laurent Ferreira""",0
4497,"""Damon Murchison""","""Photis Peter Pascali""",0
4498,"""Damon Murchison""","""Mirko Bibic""",0
4499,"""Damon Murchison""","""Scott Carlyle Balfour""",0
4500,"""Damon Murchison""","""George Raymond Burns""",0
4501,"""Damon Murchison""","""Randy V. J. Smallwood""",0
4502,"""Damon Murchison""","""Timothy Michael Miller""",0
4503,"""Damon Murchison""","""Eric Richer La Fleche""",0
4504,"""Damon Murchison""","""Terrance Lloyd McKibbon""",0
4505,"""Damon Murchison""","""Joseph M. Natale""",0
4506,"""Damon Murchison""","""Michael Cammarata""",0
4507,"""Damon Murchison""","""Claude Bigras""",0
4508,"""Damon Murchison""","""Ewout R. Heersink""",0
4509,"""Damon Murchison""","""L. Scott Thomson""",0
4510,"""Damon Murchison""","""Pauline Dhillon""",0
4511,"""Damon Murchison""","""David I. McKay""",2
4512,"""Damon Murchison""","""Bradley William Corson""",0
4513,"""Damon Murchison""","""Louis Vachon """,1
4514,"""Damon Murchison""","""Jose E. Cil""",0
4515,"""Damon Murchison""","""Nancy C. Southern""",0
4516,"""Damon Murchison""","""Donald B. Kayne""",0
4517,"""Damon Murchison""","""Peter Gerald Jan Kukielski""",0
4518,"""Damon Murchison""","""Daniel Barclay""",0
4519,"""Damon Murchison""","""Trevor English""",0
4520,"""Damon Murchison""","""Zoran Stakic""",0
4521,"""Damon Murchison""","""Alain Bouchard""",0
4522,"""Damon Murchison""","""Frank Patrick D'Eramo""",0
4523,"""Damon Murchison""","""Donald M. Jenkins""",0
4524,"""Damon Murchison""","""Madhu Ranganathan""",0
4525,"""Damon Murchison""","""Richard Lord""",0
4526,"""Damon Murchison""","""Anil Wadhwani""",0
4527,"""Damon Murchison""","""Kevan S. Gorrie""",0
4528,"""Damon Murchison""","""Ian L. Edwards""",0
4529,"""Damon Murchison""","""Martin Schwartz""",0
4530,"""Damon Murchison""","""Jeffrey Schwartz""",0
4531,"""Damon Murchison""","""Jeff Segel""",0
4532,"""Damon Murchison""","""Jay A. Forbes""",0
4533,"""Damon Murchison""","""Thomas J. Appio""",0
4534,"""Damon Murchison""","""Michael Steinmann""",0
4535,"""Damon Murchison""","""Simon David Harrison""",0
4536,"""Damon Murchison""","""Siegfried W. Kiefer""",0
4537,"""Damon Murchison""","""Timothy Alexander Miller""",0
4538,"""Damon Murchison""","""Christopher Allan Govan""",0
4539,"""Damon Murchison""","""Victor G. Dodig""",1
4540,"""Damon Murchison""","""Paul S. Herendeen""",0
4541,"""Damon Murchison""","""Mark Kenney""",0
4542,"""Damon Murchison""","""Geert Verellen""",0
4543,"""Damon Murchison""","""Ian M. Fillinger""",0
4544,"""Damon Murchison""","""Robert P. Wildeboer""",0
4545,"""Damon Murchison""","""Worthing F. Jackman""",0
4546,"""Damon Murchison""","""Richard Dufresne""",0
4547,"""Damon Murchison""","""Paul McAleese""",0
4548,"""Damon Murchison""","""Joseph D. Randell""",0
4549,"""Damon Murchison""","""Marc Parent""",0
4550,"""Damon Murchison""","""Stephen Elias Loukas""",0
4551,"""Damon Murchison""","""Geoffrey Robillard""",0
4552,"""Damon Murchison""","""Brian Tellef Vaasjo""",0
4553,"""Damon Murchison""","""Thomas J. Hofstedter""",0
4554,"""Alan Schwartz""","""Neil Rossy""",3
4555,"""Alan Schwartz""","""Ann M. Fandozzi""",0
4556,"""Alan Schwartz""","""Glenn J. Chamandy""",3
4557,"""Alan Schwartz""","""John S. Chen""",44
4558,"""Alan Schwartz""","""Galen G. Weston""",3
4559,"""Alan Schwartz""","""Gary Berman""",16
4560,"""Alan Schwartz""","""Daniel Racine""",2
4561,"""Alan Schwartz""","""Michael H. McCain""",6
4562,"""Alan Schwartz""","""Peter F. Grosskopf""",0
4563,"""Alan Schwartz""","""David Eric Klein""",0
4564,"""Alan Schwartz""","""W. Whitney George""",4
4565,"""Alan Schwartz""","""Brian Johnston Porter""",0
4566,"""Alan Schwartz""","""Graham Patrick Shuttleworth""",0
4567,"""Alan Schwartz""","""William Darryl White""",0
4568,"""Alan Schwartz""","""Stephen Clarkson Peacher""",0
4569,"""Alan Schwartz""","""Derek Neldner""",0
4570,"""Alan Schwartz""","""Bharat B. Masrani""",1
4571,"""Alan Schwartz""","""Kevin J. Thomson""",0
4572,"""Alan Schwartz""","""David Gerard Hutchens""",0
4573,"""Alan Schwartz""","""Luc Mongeau""",0
4574,"""Alan Schwartz""","""Michael J. Cooper""",8
4575,"""Alan Schwartz""","""Steven R. Spaulding""",3
4576,"""Alan Schwartz""","""Navjeet Singh Dhillon""",0
4577,"""Alan Schwartz""","""Laurent Ferreira""",7
4578,"""Alan Schwartz""","""Photis Peter Pascali""",0
4579,"""Alan Schwartz""","""Mirko Bibic""",1
4580,"""Alan Schwartz""","""Scott Carlyle Balfour""",0
4581,"""Alan Schwartz""","""George Raymond Burns""",0
4582,"""Alan Schwartz""","""Randy V. J. Smallwood""",2
4583,"""Alan Schwartz""","""Timothy Michael Miller""",0
4584,"""Alan Schwartz""","""Eric Richer La Fleche""",0
4585,"""Alan Schwartz""","""Terrance Lloyd McKibbon""",0
4586,"""Alan Schwartz""","""Joseph M. Natale""",1
4587,"""Alan Schwartz""","""Michael Cammarata""",2
4588,"""Alan Schwartz""","""Claude Bigras""",2
4589,"""Alan Schwartz""","""Ewout R. Heersink""",0
4590,"""Alan Schwartz""","""L. Scott Thomson""",2
4591,"""Alan Schwartz""","""Pauline Dhillon""",0
4592,"""Alan Schwartz""","""David I. McKay""",1
4593,"""Alan Schwartz""","""Bradley William Corson""",0
4594,"""Alan Schwartz""","""Louis Vachon """,8
4595,"""Alan Schwartz""","""Jose E. Cil""",0
4596,"""Alan Schwartz""","""Nancy C. Southern""",7
4597,"""Alan Schwartz""","""Donald B. Kayne""",4
4598,"""Alan Schwartz""","""Peter Gerald Jan Kukielski""",0
4599,"""Alan Schwartz""","""Daniel Barclay""",2
4600,"""Alan Schwartz""","""Trevor English""",0
4601,"""Alan Schwartz""","""Zoran Stakic""",0
4602,"""Alan Schwartz""","""Alain Bouchard""",10
4603,"""Alan Schwartz""","""Frank Patrick D'Eramo""",0
4604,"""Alan Schwartz""","""Donald M. Jenkins""",0
4605,"""Alan Schwartz""","""Madhu Ranganathan""",1
4606,"""Alan Schwartz""","""Richard Lord""",5
4607,"""Alan Schwartz""","""Anil Wadhwani""",0
4608,"""Alan Schwartz""","""Kevan S. Gorrie""",0
4609,"""Alan Schwartz""","""Ian L. Edwards""",1
4610,"""Alan Schwartz""","""Martin Schwartz""",215000
4611,"""Alan Schwartz""","""Jeffrey Schwartz""",220000
4612,"""Alan Schwartz""","""Jeff Segel""",48000
4613,"""Alan Schwartz""","""Jay A. Forbes""",0
4614,"""Alan Schwartz""","""Thomas J. Appio""",0
4615,"""Alan Schwartz""","""Michael Steinmann""",3
4616,"""Alan Schwartz""","""Simon David Harrison""",0
4617,"""Alan Schwartz""","""Siegfried W. Kiefer""",0
4618,"""Alan Schwartz""","""Timothy Alexander Miller""",0
4619,"""Alan Schwartz""","""Christopher Allan Govan""",0
4620,"""Alan Schwartz""","""Victor G. Dodig""",1
4621,"""Alan Schwartz""","""Paul S. Herendeen""",2
4622,"""Alan Schwartz""","""Mark Kenney""",1
4623,"""Alan Schwartz""","""Geert Verellen""",0
4624,"""Alan Schwartz""","""Ian M. Fillinger""",1
4625,"""Alan Schwartz""","""Robert P. Wildeboer""",1
4626,"""Alan Schwartz""","""Worthing F. Jackman""",23
4627,"""Alan Schwartz""","""Richard Dufresne""",0
4628,"""Alan Schwartz""","""Paul McAleese""",0
4629,"""Alan Schwartz""","""Joseph D. Randell""",2
4630,"""Alan Schwartz""","""Marc Parent""",3
4631,"""Alan Schwartz""","""Stephen Elias Loukas""",0
4632,"""Alan Schwartz""","""Geoffrey Robillard""",0
4633,"""Alan Schwartz""","""Brian Tellef Vaasjo""",0
4634,"""Alan Schwartz""","""Thomas J. Hofstedter""",2
4635,"""Neil Rossy""","""Ann M. Fandozzi""",0
4636,"""Neil Rossy""","""Glenn J. Chamandy""",18
4637,"""Neil Rossy""","""John S. Chen""",10
4638,"""Neil Rossy""","""Galen G. Weston""",28
4639,"""Neil Rossy""","""Gary Berman""",1
4640,"""Neil Rossy""","""Daniel Racine""",7
4641,"""Neil Rossy""","""Michael H. McCain""",16
4642,"""Neil Rossy""","""Peter F. Grosskopf""",0
4643,"""Neil Rossy""","""David Eric Klein""",0
4644,"""Neil Rossy""","""W. Whitney George""",0
4645,"""Neil Rossy""","""Brian Johnston Porter""",0
4646,"""Neil Rossy""","""Graham Patrick Shuttleworth""",0
4647,"""Neil Rossy""","""William Darryl White""",0
4648,"""Neil Rossy""","""Stephen Clarkson Peacher""",0
4649,"""Neil Rossy""","""Derek Neldner""",0
4650,"""Neil Rossy""","""Bharat B. Masrani""",20
4651,"""Neil Rossy""","""Kevin J. Thomson""",0
4652,"""Neil Rossy""","""David Gerard Hutchens""",0
4653,"""Neil Rossy""","""Luc Mongeau""",0
4654,"""Neil Rossy""","""Michael J. Cooper""",9
4655,"""Neil Rossy""","""Steven R. Spaulding""",2
4656,"""Neil Rossy""","""Navjeet Singh Dhillon""",0
4657,"""Neil Rossy""","""Laurent Ferreira""",3
4658,"""Neil Rossy""","""Photis Peter Pascali""",0
4659,"""Neil Rossy""","""Mirko Bibic""",12
4660,"""Neil Rossy""","""Scott Carlyle Balfour""",0
4661,"""Neil Rossy""","""George Raymond Burns""",0
4662,"""Neil Rossy""","""Randy V. J. Smallwood""",7
4663,"""Neil Rossy""","""Timothy Michael Miller""",0
4664,"""Neil Rossy""","""Eric Richer La Fleche""",2
4665,"""Neil Rossy""","""Terrance Lloyd McKibbon""",0
4666,"""Neil Rossy""","""Joseph M. Natale""",2
4667,"""Neil Rossy""","""Michael Cammarata""",0
4668,"""Neil Rossy""","""Claude Bigras""",6
4669,"""Neil Rossy""","""Ewout R. Heersink""",0
4670,"""Neil Rossy""","""L. Scott Thomson""",21
4671,"""Neil Rossy""","""Pauline Dhillon""",0
4672,"""Neil Rossy""","""David I. McKay""",3
4673,"""Neil Rossy""","""Bradley William Corson""",0
4674,"""Neil Rossy""","""Louis Vachon """,37
4675,"""Neil Rossy""","""Jose E. Cil""",0
4676,"""Neil Rossy""","""Nancy C. Southern""",2
4677,"""Neil Rossy""","""Donald B. Kayne""",2
4678,"""Neil Rossy""","""Peter Gerald Jan Kukielski""",0
4679,"""Neil Rossy""","""Daniel Barclay""",0
4680,"""Neil Rossy""","""Trevor English""",0
4681,"""Neil Rossy""","""Zoran Stakic""",0
4682,"""Neil Rossy""","""Alain Bouchard""",37
4683,"""Neil Rossy""","""Frank Patrick D'Eramo""",0
4684,"""Neil Rossy""","""Donald M. Jenkins""",0
4685,"""Neil Rossy""","""Madhu Ranganathan""",4
4686,"""Neil Rossy""","""Richard Lord""",12
4687,"""Neil Rossy""","""Anil Wadhwani""",0
4688,"""Neil Rossy""","""Kevan S. Gorrie""",1
4689,"""Neil Rossy""","""Ian L. Edwards""",4
4690,"""Neil Rossy""","""Martin Schwartz""",8
4691,"""Neil Rossy""","""Jeffrey Schwartz""",6
4692,"""Neil Rossy""","""Jeff Segel""",4
4693,"""Neil Rossy""","""Jay A. Forbes""",1
4694,"""Neil Rossy""","""Thomas J. Appio""",0
4695,"""Neil Rossy""","""Michael Steinmann""",6
4696,"""Neil Rossy""","""Simon David Harrison""",0
4697,"""Neil Rossy""","""Siegfried W. Kiefer""",0
4698,"""Neil Rossy""","""Timothy Alexander Miller""",0
4699,"""Neil Rossy""","""Christopher Allan Govan""",0
4700,"""Neil Rossy""","""Victor G. Dodig""",11
4701,"""Neil Rossy""","""Paul S. Herendeen""",0
4702,"""Neil Rossy""","""Mark Kenney""",9
4703,"""Neil Rossy""","""Geert Verellen""",0
4704,"""Neil Rossy""","""Ian M. Fillinger""",2
4705,"""Neil Rossy""","""Robert P. Wildeboer""",0
4706,"""Neil Rossy""","""Worthing F. Jackman""",14
4707,"""Neil Rossy""","""Richard Dufresne""",2
4708,"""Neil Rossy""","""Paul McAleese""",0
4709,"""Neil Rossy""","""Joseph D. Randell""",3
4710,"""Neil Rossy""","""Marc Parent""",33
4711,"""Neil Rossy""","""Stephen Elias Loukas""",0
4712,"""Neil Rossy""","""Geoffrey Robillard""",975
4713,"""Neil Rossy""","""Brian Tellef Vaasjo""",0
4714,"""Neil Rossy""","""Thomas J. Hofstedter""",8
4715,"""Ann M. Fandozzi""","""Glenn J. Chamandy""",0
4716,"""Ann M. Fandozzi""","""John S. Chen""",0
4717,"""Ann M. Fandozzi""","""Galen G. Weston""",0
4718,"""Ann M. Fandozzi""","""Gary Berman""",0
